Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
ALBERT EINSTEIN MEDICAL CENTER,390142,PA,Heart_Faliure,525,1.0287,22.3,21.7,119,01-JUL-11,30-JUN-14
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
CHAMBERSBURG HOSPITAL,390151,PA,Chronic_Obstructive_Pulmonary,437,1.0521,21.8,20.7,99,01-JUL-11,30-JUN-14
GILA REGIONAL MEDICAL CENTER,320016,NM,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
KALEIDA HEALTH,330005,NY,Pneumonia,624,0.9969,16.7,16.8,104,01-JUL-11,30-JUN-14
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,330141,NY,Hip_Knee_Surgery,157,1.2068,7.4,6.1,23,01-JUL-11,30-JUN-14
INTEGRIS BAPTIST MEDICAL CENTER,370028,OK,Hip_Knee_Surgery,426,1.0291,5.3,5.1,23,01-JUL-11,30-JUN-14
ALLIANCEHEALTH CLINTON,370029,OK,Heart_Faliure,97,1.0286,21.0,20.4,22,01-JUL-11,30-JUN-14
ALLIANCEHEALTH BLACKWELL,370030,OK,Pneumonia,157,0.9789,13.7,14.0,23,01-JUL-11,30-JUN-14
ALLIANCEHEALTH DEACONESS,370032,OK,Acute_Myocardial_infarction,92,0.9869,14.8,15.0,13,01-JUL-11,30-JUN-14
ALLIANCEHEALTH DEACONESS,370032,OK,Pneumonia,284,0.9415,14.4,15.3,37,01-JUL-11,30-JUN-14
HARMON MEMORIAL HOSPITAL,370036,OK,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
HILLCREST HOSPITAL CLAREMORE,370039,OK,Pneumonia,252,1.0217,15.7,15.4,41,01-JUL-11,30-JUN-14
EASTERN OKLAHOMA MEDICAL CENTER,370040,OK,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MERCY FITZGERALD HOSPITAL,390156,PA,Hip_Knee_Surgery,157,1.2423,6.9,5.5,23,01-JUL-11,30-JUN-14
LEGACY GOOD SAMARITAN MEDICAL CENTER,380017,OR,Hip_Knee_Surgery,157,0.9551,4.6,4.8,23,01-JUL-11,30-JUN-14
MCKENZIE-WILLAMETTE MEDICAL CENTER,380020,OR,Acute_Myocardial_infarction,106,1.0146,15.3,15.1,17,01-JUL-11,30-JUN-14
MCKENZIE-WILLAMETTE MEDICAL CENTER,380020,OR,Hip_Knee_Surgery,292,1.1341,5.0,4.4,17,01-JUL-11,30-JUN-14
TUALITY COMMUNITY HOSPITAL,380021,OR,Acute_Myocardial_infarction,157,0.9567,14.2,14.8,23,01-JUL-11,30-JUN-14
LEGACY MOUNT HOOD MEDICAL CENTER,380025,OR,Acute_Myocardial_infarction,157,1.0413,19.1,18.3,23,01-JUL-11,30-JUN-14
SILVERTON HOSPITAL,380029,OR,Hip_Knee_Surgery,157,1.047,5.0,4.8,23,01-JUL-11,30-JUN-14
PROVIDENCE NEWBERG MEDICAL CENTER,380037,OR,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ST CHARLES MEDICAL CENTER - REDMOND,380040,OR,Chronic_Obstructive_Pulmonary,157,0.9418,15.3,16.3,23,01-JUL-11,30-JUN-14
ST CHARLES MEDICAL CENTER - REDMOND,380040,OR,Heart_Faliure,67,0.984,19.3,19.6,12,01-JUL-11,30-JUN-14
ST CHARLES MEDICAL CENTER - REDMOND,380040,OR,Hip_Knee_Surgery,157,0.8413,3.3,3.9,23,01-JUL-11,30-JUN-14
ST CHARLES MEDICAL CENTER - BEND,380047,OR,Heart_Faliure,325,0.8171,15.7,19.3,40,01-JUL-11,30-JUN-14
MERCY MEDICAL CENTER,360070,OH,Heart_Faliure,519,0.8651,19.3,22.4,92,01-JUL-11,30-JUN-14
VAN WERT COUNTY HOSPITAL,360071,OH,Heart_Faliure,91,0.9164,18.6,20.3,12,01-JUL-11,30-JUN-14
FAIRFIELD MEDICAL CENTER,360072,OH,Acute_Myocardial_infarction,237,1.0926,17.5,16.0,46,01-JUL-11,30-JUN-14
UHHS RICHMOND HEIGHTS HOSPITAL,360075,OH,Chronic_Obstructive_Pulmonary,260,1.0616,21.8,20.6,61,01-JUL-11,30-JUN-14
KETTERING MEDICAL CENTER,360079,OH,Chronic_Obstructive_Pulmonary,302,0.997,20.6,20.7,62,01-JUL-11,30-JUN-14
CHRIST HOSPITAL,360163,OH,Pneumonia,562,0.928,17.6,19.0,94,01-JUL-11,30-JUN-14
BERGER HOSPITAL,360170,OH,Acute_Myocardial_infarction,157,0.9939,24.5,24.6,23,01-JUL-11,30-JUN-14
BERGER HOSPITAL,360170,OH,Chronic_Obstructive_Pulmonary,121,1.0331,24.4,23.6,32,01-JUL-11,30-JUN-14
UPPER VALLEY MEDICAL CENTER,360174,OH,Hip_Knee_Surgery,157,1.0779,5.6,5.2,23,01-JUL-11,30-JUN-14
UPPER VALLEY MEDICAL CENTER,360174,OH,Pneumonia,471,1.064,18.2,17.1,90,01-JUL-11,30-JUN-14
SALEM REGIONAL MEDICAL CENTER,360185,OH,Pneumonia,266,0.8982,15.0,16.7,33,01-JUL-11,30-JUN-14
MADISON COUNTY HOSPITAL INC,360189,OH,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MADISON COUNTY HOSPITAL INC,360189,OH,Chronic_Obstructive_Pulmonary,157,1.0134,18.2,18.0,23,01-JUL-11,30-JUN-14
KADLEC REGIONAL MEDICAL CENTER,500058,WA,Chronic_Obstructive_Pulmonary,358,0.8977,17.1,19.1,54,01-JUL-11,30-JUN-14
OLYMPIC MEDICAL CENTER,500072,WA,Acute_Myocardial_infarction,76,0.9887,17.9,18.1,13,01-JUL-11,30-JUN-14
OLYMPIC MEDICAL CENTER,500072,WA,Heart_Faliure,311,0.9172,18.3,19.9,52,01-JUL-11,30-JUN-14
PROVIDENCE HOLY FAMILY HOSPITAL,500077,WA,Hip_Knee_Surgery,493,1.0531,4.9,4.6,25,01-JUL-11,30-JUN-14
LUTHERAN HOSPITAL OF INDIANA,150017,IN,Acute_Myocardial_infarction,497,0.9265,14.7,15.8,69,01-JUL-11,30-JUN-14
REID HEALTH,150048,IN,Acute_Myocardial_infarction,495,0.9559,16.2,17.0,78,01-JUL-11,30-JUN-14
PARKVIEW WHITLEY HOSPITAL,150101,IN,Chronic_Obstructive_Pulmonary,79,1.0266,20.5,19.9,18,01-JUL-11,30-JUN-14
HARLAN ARH HOSPITAL,180050,KY,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
JENNIE STUART MEDICAL CENTER,180051,KY,Chronic_Obstructive_Pulmonary,507,1.2709,25.0,19.7,144,01-JUL-11,30-JUN-14
KNAPP MEDICAL CENTER,450128,TX,Heart_Faliure,376,1.0728,24.9,23.2,98,01-JUL-11,30-JUN-14
MULTICARE GOOD SAMARITAN HOSPITAL,500079,WA,Pneumonia,503,1.0566,18.5,17.6,97,01-JUL-11,30-JUN-14
EVERGREEN HEALTH MONROE,500084,WA,Chronic_Obstructive_Pulmonary,157,0.9774,18.9,19.3,23,01-JUL-11,30-JUN-14
EVERGREEN HEALTH MONROE,500084,WA,Hip_Knee_Surgery,157,0.9614,4.0,4.1,23,01-JUL-11,30-JUN-14
EVERGREEN HEALTH MONROE,500084,WA,Pneumonia,157,0.994,13.7,13.8,23,01-JUL-11,30-JUN-14
VALLEY MEDICAL CENTER,500088,WA,Heart_Faliure,609,0.9844,19.7,20.0,119,01-JUL-11,30-JUN-14
VALLEY MEDICAL CENTER,500088,WA,Pneumonia,363,1.0531,16.4,15.6,63,01-JUL-11,30-JUN-14
TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,Hip_Knee_Surgery,394,0.9421,4.6,4.9,17,01-JUL-11,30-JUN-14
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,Pneumonia,236,1.0071,15.9,15.8,38,01-JUL-11,30-JUN-14
CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,500148,WA,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,500148,WA,Hip_Knee_Surgery,157,0.831,2.9,3.5,23,01-JUL-11,30-JUN-14
LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,Hip_Knee_Surgery,567,1.0573,4.6,4.3,27,01-JUL-11,30-JUN-14
ST ANTHONY HOSPITAL,500151,WA,Heart_Faliure,256,0.9456,19.6,20.7,47,01-JUL-11,30-JUN-14
WEST VIRGINIA UNIVERSITY HOSPITALS,510001,WV,Heart_Faliure,465,1.1748,28.0,23.8,140,01-JUL-11,30-JUN-14
MARYMOUNT HOSPITAL,360143,OH,Chronic_Obstructive_Pulmonary,590,1.0122,21.7,21.5,129,01-JUL-11,30-JUN-14
MARYMOUNT HOSPITAL,360143,OH,Hip_Knee_Surgery,186,1.2571,6.9,5.5,17,01-JUL-11,30-JUN-14
SOUTH POINTE HOSPITAL,360144,OH,Hip_Knee_Surgery,120,1.2177,7.0,5.7,12,01-JUL-11,30-JUN-14
SUMMA WESTERN RESERVE HOSPITAL,360150,OH,Hip_Knee_Surgery,157,1.1896,7.3,6.2,23,01-JUL-11,30-JUN-14
SOUTHWEST GENERAL HEALTH CENTER,360155,OH,Acute_Myocardial_infarction,331,1.0334,17.3,16.7,59,01-JUL-11,30-JUN-14
MADISON COUNTY HOSPITAL INC,360189,OH,Heart_Faliure,157,0.9853,21.6,22.0,23,01-JUL-11,30-JUN-14
UH GEAUGA MEDICAL CENTER,360192,OH,Acute_Myocardial_infarction,122,1.0357,19.0,18.3,25,01-JUL-11,30-JUN-14
UH GEAUGA MEDICAL CENTER,360192,OH,Chronic_Obstructive_Pulmonary,262,0.9792,22.0,22.4,56,01-JUL-11,30-JUN-14
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,360203,OH,Hip_Knee_Surgery,157,1.1242,5.5,4.9,23,01-JUL-11,30-JUN-14
GRADY MEMORIAL HOSPITAL,360210,OH,Heart_Faliure,132,1.0376,23.3,22.5,33,01-JUL-11,30-JUN-14
GRADY MEMORIAL HOSPITAL,360210,OH,Pneumonia,119,1.0265,17.9,17.4,23,01-JUL-11,30-JUN-14
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,360211,OH,Heart_Faliure,628,1.094,24.6,22.5,160,01-JUL-11,30-JUN-14
HILLCREST HOSPITAL,360230,OH,Heart_Faliure,928,0.9959,22.1,22.2,205,01-JUL-11,30-JUN-14
GLENBEIGH,360245,OH,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
INSTITUTE FOR ORTHOPAEDIC SURGERY,360263,OH,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
CANNON MEMORIAL HOSPITAL,420011,SC,Heart_Faliure,157,0.9998,19.5,19.5,23,01-JUL-11,30-JUN-14
BAPTIST EASLEY HOSPITAL,420015,SC,Chronic_Obstructive_Pulmonary,225,1.0736,21.8,20.3,54,01-JUL-11,30-JUN-14
BAPTIST EASLEY HOSPITAL,420015,SC,Heart_Faliure,253,1.089,23.3,21.4,64,01-JUL-11,30-JUN-14
SOUTHERN PALMETTO HOSPITAL,420016,SC,Chronic_Obstructive_Pulmonary,63,1.0311,18.9,18.3,14,01-JUL-11,30-JUN-14
PALMETTO HEALTH RICHLAND,420018,SC,Acute_Myocardial_infarction,423,1.0116,16.2,16.0,69,01-JUL-11,30-JUN-14
PALMETTO HEALTH RICHLAND,420018,SC,Hip_Knee_Surgery,762,0.8275,3.9,4.7,26,01-JUL-11,30-JUN-14
GEORGETOWN MEMORIAL HOSPITAL,420020,SC,Heart_Faliure,236,1.0201,21.5,21.1,52,01-JUL-11,30-JUN-14
ANMED HEALTH,420027,SC,Pneumonia,1016,1.093,18.0,16.5,189,01-JUL-11,30-JUN-14
COLLETON MEDICAL CENTER,420030,SC,Heart_Faliure,292,1.1053,26.7,24.1,84,01-JUL-11,30-JUN-14
MARY BLACK HEALTH SYSTEM GAFFNEY,420043,SC,Hip_Knee_Surgery,157,1.2225,5.1,4.1,23,01-JUL-11,30-JUN-14
MARY BLACK HEALTH SYSTEM GAFFNEY,420043,SC,Pneumonia,144,0.9878,17.9,18.2,25,01-JUL-11,30-JUN-14
KERSHAWHEALTH,420048,SC,Chronic_Obstructive_Pulmonary,295,1.0281,20.7,20.1,63,01-JUL-11,30-JUN-14
CONWAY MEDICAL CENTER,420049,SC,Pneumonia,373,0.9869,16.3,16.5,60,01-JUL-11,30-JUN-14
ST MARY'S MEDICAL CENTER,510007,WV,Heart_Faliure,917,0.9163,20.8,22.7,186,01-JUL-11,30-JUN-14
BAYSTATE MARY LANE HOSPITAL,220050,MA,Heart_Faliure,83,0.9621,19.5,20.3,14,01-JUL-11,30-JUN-14
YORK HOSPITAL,200020,ME,Heart_Faliure,261,1.0597,21.3,20.1,59,01-JUL-11,30-JUN-14
MOREHOUSE GENERAL HOSPITAL,190116,LA,Pneumonia,161,0.9677,14.3,14.8,21,01-JUL-11,30-JUN-14
TAWAS ST JOSEPH HOSPITAL,230100,MI,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ST JOSEPH MERCY CHELSEA,230259,MI,Chronic_Obstructive_Pulmonary,125,1.0045,17.4,17.3,22,01-JUL-11,30-JUN-14
CAMBRIDGE MEDICAL CENTER,240020,MN,Chronic_Obstructive_Pulmonary,56,1.0412,21.6,20.8,15,01-JUL-11,30-JUN-14
DOUGLAS COUNTY HOSPITAL,240030,MN,Pneumonia,103,0.9554,15.5,16.2,13,01-JUL-11,30-JUN-14
DAVIE MEDICAL CENTER,340187,NC,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
TRINITY HOSPITALS,350006,ND,Heart_Faliure,346,0.9627,20.3,21.1,68,01-JUL-11,30-JUN-14
ALTRU HOSPITAL,350019,ND,Hip_Knee_Surgery,526,0.8928,4.4,4.9,21,01-JUL-11,30-JUN-14
ESSENTIA HEALTH-FARGO,350070,ND,Hip_Knee_Surgery,157,0.9246,4.8,5.2,23,01-JUL-11,30-JUN-14
ESSENTIA HEALTH-FARGO,350070,ND,Pneumonia,171,1.0586,17.7,16.7,34,01-JUL-11,30-JUN-14
MERCY HOSPITAL ANDERSON,360001,OH,Heart_Faliure,522,1.1935,26.1,21.9,147,01-JUL-11,30-JUN-14
SAMARITAN REGIONAL HEALTH SYSTEM,360002,OH,Heart_Faliure,107,0.9933,20.0,20.1,21,01-JUL-11,30-JUN-14
MARION GENERAL HOSPITAL,360011,OH,Acute_Myocardial_infarction,219,0.8809,13.9,15.8,24,01-JUL-11,30-JUN-14
MARION GENERAL HOSPITAL,360011,OH,Pneumonia,326,1.0402,17.9,17.2,61,01-JUL-11,30-JUN-14
HERITAGE VALLEY BEAVER,390036,PA,Acute_Myocardial_infarction,182,1.0606,17.5,16.5,35,01-JUL-11,30-JUN-14
HERITAGE VALLEY BEAVER,390036,PA,Heart_Faliure,460,1.066,21.8,20.5,104,01-JUL-11,30-JUN-14
SOMERSET HOSPITAL,390039,PA,Acute_Myocardial_infarction,157,0.9827,20.9,21.3,23,01-JUL-11,30-JUN-14
UNIONTOWN HOSPITAL,390041,PA,Chronic_Obstructive_Pulmonary,250,0.941,17.6,18.8,40,01-JUL-11,30-JUN-14
"WASHINGTON HOSPITAL, THE",390042,PA,Acute_Myocardial_infarction,180,0.9981,15.6,15.6,28,01-JUL-11,30-JUN-14
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,390043,PA,Acute_Myocardial_infarction,46,1.0371,19.7,19.0,11,01-JUL-11,30-JUN-14
READING HOSPITAL,390044,PA,Acute_Myocardial_infarction,451,0.9817,16.2,16.5,72,01-JUL-11,30-JUN-14
READING HOSPITAL,390044,PA,Heart_Faliure,1380,0.9927,21.3,21.4,293,01-JUL-11,30-JUN-14
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,Hip_Knee_Surgery,157,1.0099,5.1,5.1,23,01-JUL-11,30-JUN-14
ALLEGHENY GENERAL HOSPITAL,390050,PA,Chronic_Obstructive_Pulmonary,160,1.003,19.9,19.8,32,01-JUL-11,30-JUN-14
ALLEGHENY GENERAL HOSPITAL,390050,PA,Heart_Faliure,452,1.0004,22.3,22.3,101,01-JUL-11,30-JUN-14
DIXIE REGIONAL MEDICAL CENTER,460021,UT,Heart_Faliure,393,0.7163,14.0,19.6,37,01-JUL-11,30-JUN-14
GARFIELD MEMORIAL HOSPITAL,460033,UT,Heart_Faliure,157,0.9873,17.4,17.6,23,01-JUL-11,30-JUN-14
NEWBERRY COUNTY MEMORIAL HOSPITAL,420053,SC,Pneumonia,131,0.9353,13.9,14.9,14,01-JUL-11,30-JUN-14
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,420065,SC,Pneumonia,284,1.0025,18.3,18.2,52,01-JUL-11,30-JUN-14
LAKE CITY COMMUNITY HOSPITAL,420066,SC,Heart_Faliure,157,1.0112,19.9,19.7,23,01-JUL-11,30-JUN-14
LEXINGTON MEDICAL CENTER,420073,SC,Hip_Knee_Surgery,415,1.0079,4.5,4.5,19,01-JUL-11,30-JUN-14
AIKEN REGIONAL MEDICAL CENTER,420082,SC,Acute_Myocardial_infarction,151,0.8862,12.5,14.1,13,01-JUL-11,30-JUN-14
VANDERBILT UNIVERSITY HOSPITAL,440039,TN,Acute_Myocardial_infarction,579,0.9669,15.7,16.2,89,01-JUL-11,30-JUN-14
VANDERBILT UNIVERSITY HOSPITAL,440039,TN,Heart_Faliure,909,0.9719,21.3,21.9,192,01-JUL-11,30-JUN-14
PERRY COMMUNITY HOSPITAL,440040,TN,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PERRY COMMUNITY HOSPITAL,440040,TN,Chronic_Obstructive_Pulmonary,41,1.0359,20.9,20.1,11,01-JUL-11,30-JUN-14
PERRY COMMUNITY HOSPITAL,440040,TN,Pneumonia,144,1.123,19.0,16.9,35,01-JUL-11,30-JUN-14
TRISTAR HORIZON MEDICAL CENTER,440046,TN,Pneumonia,194,0.948,16.8,17.7,29,01-JUL-11,30-JUN-14
BAPTIST MEMORIAL HOSPITAL,440048,TN,Pneumonia,1078,0.9452,16.4,17.3,173,01-JUL-11,30-JUN-14
COLUMBUS COMMUNITY HOSPITAL,450370,TX,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,Pneumonia,268,0.9843,16.4,16.7,43,01-JUL-11,30-JUN-14
DALLAS MEDICAL CENTER,450379,TX,Chronic_Obstructive_Pulmonary,54,0.9949,21.0,21.2,11,01-JUL-11,30-JUN-14
DALLAS MEDICAL CENTER,450379,TX,Hip_Knee_Surgery,157,1.1054,6.6,6.0,23,01-JUL-11,30-JUN-14
METHODIST HOSPITAL,450388,TX,Chronic_Obstructive_Pulmonary,1290,0.958,19.3,20.1,246,01-JUL-11,30-JUN-14
METHODIST HOSPITAL,450388,TX,Pneumonia,1509,0.939,16.3,17.4,242,01-JUL-11,30-JUN-14
EAST TEXAS MEDICAL CENTER ATHENS,450389,TX,Hip_Knee_Surgery,157,0.932,4.4,4.7,23,01-JUL-11,30-JUN-14
MEMORIAL MEDICAL CENTER LIVINGSTON,450395,TX,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PARKVIEW REGIONAL HOSPITAL,450400,TX,Heart_Faliure,84,1.0113,20.7,20.4,18,01-JUL-11,30-JUN-14
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,450419,TX,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
OHIOHEALTH O'BLENESS HOSPITAL,360014,OH,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
OHIOHEALTH O'BLENESS HOSPITAL,360014,OH,Hip_Knee_Surgery,157,0.9606,5.1,5.3,23,01-JUL-11,30-JUN-14
ADVANCED SURGICAL HOSPITAL,390323,PA,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,TX,Hip_Knee_Surgery,151,1.6179,8.6,5.3,22,01-JUL-11,30-JUN-14
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",450028,TX,Chronic_Obstructive_Pulmonary,186,0.9728,20.9,21.5,37,01-JUL-11,30-JUN-14
BAPTIST MEDICAL CENTER,450058,TX,Pneumonia,1105,0.9276,16.6,17.9,178,01-JUL-11,30-JUN-14
HARBORVIEW MEDICAL CENTER,500064,WA,Acute_Myocardial_infarction,157,0.947,15.3,16.1,23,01-JUL-11,30-JUN-14
MARY BLACK HEALTH SYSTEM GAFFNEY,420043,SC,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
CONWAY MEDICAL CENTER,420049,SC,Acute_Myocardial_infarction,157,0.9819,16.1,16.3,23,01-JUL-11,30-JUN-14
NEWBERRY COUNTY MEMORIAL HOSPITAL,420053,SC,Hip_Knee_Surgery,157,0.9677,4.3,4.4,23,01-JUL-11,30-JUN-14
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,450124,TX,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SWEDISH ISSAQUAH,500152,WA,Heart_Faliure,145,0.9868,18.4,18.7,26,01-JUL-11,30-JUN-14
AIKEN REGIONAL MEDICAL CENTER,420082,SC,Pneumonia,307,0.9927,15.8,15.9,48,01-JUL-11,30-JUN-14
MISSION REGIONAL MEDICAL CENTER,450176,TX,Chronic_Obstructive_Pulmonary,503,0.9843,21.5,21.8,107,01-JUL-11,30-JUN-14
BEAVER VALLEY HOSPITAL,460035,UT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BEAVER VALLEY HOSPITAL,460035,UT,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BEAR RIVER VALLEY HOSPITAL,460039,UT,Pneumonia,157,0.9264,13.3,14.4,23,01-JUL-11,30-JUN-14
DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,Acute_Myocardial_infarction,157,1.0399,11.9,11.4,23,01-JUL-11,30-JUN-14
DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,Chronic_Obstructive_Pulmonary,79,1.0039,17.4,17.3,14,01-JUL-11,30-JUN-14
DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,Heart_Faliure,131,0.9574,17.9,18.7,21,01-JUL-11,30-JUN-14
OREM COMMUNITY HOSPITAL,460043,UT,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ST MARKS HOSPITAL,460047,UT,Heart_Faliure,315,0.9505,18.4,19.3,55,01-JUL-11,30-JUN-14
JORDAN VALLEY MEDICAL CENTER,460051,UT,Pneumonia,191,0.9638,14.9,15.4,26,01-JUL-11,30-JUN-14
CLINCH VALLEY MEDICAL CENTER,490060,VA,Acute_Myocardial_infarction,56,1.0446,20.8,19.9,14,01-JUL-11,30-JUN-14
INOVA FAIRFAX HOSPITAL,490063,VA,Heart_Faliure,1145,0.976,21.3,21.9,243,01-JUL-11,30-JUN-14
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,Acute_Myocardial_infarction,321,1.1916,21.1,17.7,77,01-JUL-11,30-JUN-14
MEDICAL CENTER HOSPITAL,450132,TX,Hip_Knee_Surgery,198,1.2547,6.0,4.8,16,01-JUL-11,30-JUN-14
MEDICAL CENTER HOSPITAL,450132,TX,Pneumonia,404,1.002,15.8,15.8,64,01-JUL-11,30-JUN-14
MIDLAND MEMORIAL HOSPITAL,450133,TX,Chronic_Obstructive_Pulmonary,377,0.8857,16.8,18.9,55,01-JUL-11,30-JUN-14
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,Pneumonia,399,0.83,14.6,17.6,46,01-JUL-11,30-JUN-14
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,Chronic_Obstructive_Pulmonary,157,0.9494,16.6,17.5,23,01-JUL-11,30-JUN-14
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,Pneumonia,157,1.0097,14.8,14.6,23,01-JUL-11,30-JUN-14
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,Hip_Knee_Surgery,157,1.0146,4.9,4.8,23,01-JUL-11,30-JUN-14
METROPLEX HOSPITAL,450152,TX,Heart_Faliure,327,1.0337,23.9,23.1,80,01-JUL-11,30-JUN-14
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,Chronic_Obstructive_Pulmonary,101,0.9649,18.2,18.9,16,01-JUL-11,30-JUN-14
GLEN ROSE MEDICAL CENTER,450451,TX,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,450462,TX,Heart_Faliure,871,0.9775,20.5,20.9,177,01-JUL-11,30-JUN-14
SAUK PRAIRIE HOSPITAL,520095,WI,Heart_Faliure,157,0.9293,17.6,18.9,23,01-JUL-11,30-JUN-14
WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,520096,WI,Chronic_Obstructive_Pulmonary,318,1.0923,21.6,19.8,75,01-JUL-11,30-JUN-14
WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,520096,WI,Hip_Knee_Surgery,350,0.8672,4.5,5.1,13,01-JUL-11,30-JUN-14
ST MARYS HOSPITAL MEDICAL CTR,520097,WI,Heart_Faliure,175,0.9489,18.8,19.8,30,01-JUL-11,30-JUN-14
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,520098,WI,Hip_Knee_Surgery,664,0.8714,4.0,4.6,24,01-JUL-11,30-JUN-14
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,520098,WI,Pneumonia,365,0.9269,15.6,16.8,52,01-JUL-11,30-JUN-14
BELOIT MEMORIAL HOSPITAL,520100,WI,Acute_Myocardial_infarction,112,0.9136,14.8,16.2,12,01-JUL-11,30-JUN-14
BELOIT MEMORIAL HOSPITAL,520100,WI,Hip_Knee_Surgery,154,1.1135,5.9,5.3,11,01-JUL-11,30-JUN-14
AURORA LAKELAND MEDICAL CENTER,520102,WI,Heart_Faliure,128,0.9723,20.8,21.4,25,01-JUL-11,30-JUN-14
HOLY FAMILY MEMORIAL,520107,WI,Heart_Faliure,161,0.9373,19.7,21.0,28,01-JUL-11,30-JUN-14
AVERA ST LUKES,430014,SD,Hip_Knee_Surgery,157,0.8926,5.5,6.1,23,01-JUL-11,30-JUN-14
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,Heart_Faliure,875,0.8827,18.4,20.9,154,01-JUL-11,30-JUN-14
